attribution_id,session_id,user_id,visit_timestamp,channel,utm_source,utm_medium,utm_campaign,utm_content,utm_term,landing_page,sku_viewed,device_type,region,sessions,pageviews,bounce,converted,revenue_usd,cost_usd,roas,cpc_usd,ctr_pct,impression_share_pct,attribution_model
ATT-00236,155cec7457d04e,U552034,2026-02-09 15:05:37,organic_search,bing,organic,(none),text_ad,,/products/ergo-pro-900,ErgoPro 500,tablet,Midwest,1,1,No,No,0,0,0,0,1.85,21.2,data_driven
ATT-00237,ca56b606a65949,U544032,2025-12-20 17:32:12,organic_search,bing,organic,(none),html_email,lumbar support chair,/blog,ErgoPro 200,tablet,Northeast,1,2,No,Yes,1047,0,0,0,2.48,18.8,time_decay
ATT-00238,9a912fef0d1d47,U993658,2026-03-22 15:28:26,organic_search,google,organic,(none),reel,best chair,/products/ergo-pro-900,ErgoPro 900,mobile,Northeast,1,4,No,No,0,0,0,0,5.48,46.6,time_decay
ATT-00239,7562cf0680a742,U408956,2026-01-08 06:53:40,organic_search,bing,organic,(none),carousel_ad,office chair,/,ErgoPro 500,mobile,Southwest,1,6,Yes,No,0,0,0,0,6.29,76.5,time_decay
ATT-00240,83b17adf94064c,U920894,2026-01-19 04:51:18,direct,(direct),(none),(none),reel,lumbar support chair,/blog,ErgoPro 900,desktop,Midwest,1,1,No,No,0,0,0,0,1.58,67.1,linear
ATT-00241,93aa018f747443,U682349,2025-11-25 00:21:24,direct,(direct),(none),(none),hero_banner,lumbar support chair,/products,ErgoPro 200,mobile,Northeast,1,2,Yes,No,0,0,0,0,2.48,74.3,data_driven
ATT-00242,3e93aec95afb4d,U569594,2025-11-11 23:36:13,email,klaviyo,email,vip_early_access,story_ad,,/blog,ErgoPro 200,tablet,Southwest,1,1,No,No,0,1.15,0,0,1.85,59.3,linear
ATT-00243,611743862c0741,U729617,2025-12-22 13:26:34,paid_search,bing_ads,cpc,competitor_conquest,reel,lumbar support chair,/products/ergo-pro-900,ErgoPro 500,tablet,Southwest,1,3,No,No,0,1.82,0,1.82,4.42,60.0,time_decay
ATT-00244,08ce66311f1545,U121528,2026-03-29 19:50:02,direct,(direct),(none),(none),story_ad,,/about,ErgoPro 200,desktop,Southeast,1,6,No,No,0,0,0,0,3.91,30.8,data_driven
ATT-00245,4902b0ed15d845,U839874,2026-01-15 14:45:04,paid_search,google_ads,cpc,competitor_conquest,,ergo chair,/products/ergo-pro-500,ErgoPro 200,desktop,West,1,7,No,No,0,1.5,0,1.5,6.07,58.7,linear
ATT-00246,554eca454bc943,U307817,2026-01-03 08:11:12,direct,(direct),(none),(none),story_ad,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,desktop,West,1,1,Yes,No,0,0,0,0,1.41,37.5,linear
ATT-00247,2bae9189cab947,U491457,2025-11-16 04:45:14,referral,wirecutter.com,referral,(none),text_ad,ergonomic chair,/about,ErgoPro 200,tablet,Northeast,1,3,No,No,0,0,0,0,1.81,21.7,linear
ATT-00248,868dae6712d14f,U233930,2026-01-03 04:15:47,organic_search,bing,organic,(none),reel,,/compare,ErgoPro 500,desktop,West,1,2,No,No,0,0,0,0,5.85,78.6,first_click
ATT-00249,7171cc521ac248,U199326,2025-12-27 18:43:23,referral,thewirecutter.com,referral,(none),reel,office chair,/products/ergo-pro-900,ErgoPro 500,mobile,Southeast,1,2,No,No,0,0,0,0,1.69,50.3,time_decay
ATT-00250,35259997a62c4d,U217228,2026-03-23 05:20:43,direct,(direct),(none),(none),text_ad,ergonomic chair,/products/ergo-pro-500,ErgoPro 900,tablet,Southeast,1,1,Yes,No,0,0,0,0,2.47,58.8,last_click
ATT-00251,01e47fcd7cc44a,U852564,2026-02-07 06:11:02,paid_search,google_ads,cpc,competitor_conquest,,office chair,/products/ergo-pro-900,ErgoPro 500,mobile,Midwest,1,7,No,No,0,0.63,0,0.13,1.82,59.1,data_driven
ATT-00252,a6ab4dfdc4db4d,U642551,2025-12-30 02:14:05,organic_search,google,organic,(none),text_ad,lumbar support chair,/blog,ErgoPro 200,mobile,Southwest,1,4,Yes,No,0,0,0,0,1.78,48.0,last_click
ATT-00253,6a7f331bd7c240,U532306,2025-11-22 16:15:56,direct,(direct),(none),(none),,ergo chair,/products/ergo-pro-500,ErgoPro 500,mobile,Northeast,1,8,No,No,0,0,0,0,0.86,78.4,linear
ATT-00254,610379d0e14c44,U668009,2025-11-16 10:40:49,social,linkedin,social,launch_reel,,lumbar support chair,/products/ergo-pro-500,ErgoPro 500,desktop,Southwest,1,3,Yes,No,0,1.07,0,0,3.14,40.7,data_driven
ATT-00255,9a7421baf3fa48,U254224,2025-11-16 12:50:58,direct,(direct),(none),(none),plain_text_email,ergonomic chair,/products/ergo-pro-900,ErgoPro 200,desktop,West,1,3,No,No,0,0,0,0,0.92,14.4,first_click
ATT-00256,d4a38c6b70d141,U556914,2025-12-23 02:56:47,direct,(direct),(none),(none),carousel_ad,ergo chair,/blog,ErgoPro 900,desktop,Midwest,1,4,No,No,0,0,0,0,4.05,32.0,data_driven
ATT-00257,b8fecd9d940f42,U368194,2026-03-13 17:18:31,email,mailchimp,email,vip_early_access,,best chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,desktop,Southeast,1,1,No,No,0,0.86,0,0,3.21,15.0,data_driven
ATT-00258,9cb499d352b346,U453958,2025-11-10 23:06:05,email,klaviyo,email,abandoned_cart,story_ad,,/blog/how-to-set-up-your-home-office,ErgoPro 200,mobile,Northeast,1,8,Yes,Yes,1047,1.46,717.12,0,1.94,56.0,first_click
ATT-00259,30b78280463045,U701317,2026-03-06 20:07:15,paid_search,google_ads,cpc,ergo_chair_generic,plain_text_email,ergo chair,/,ErgoPro 200,desktop,Northeast,1,1,No,No,0,3.83,0,3.83,5.14,14.5,time_decay
ATT-00260,28e492da3aa34f,U156100,2025-10-25 22:47:38,paid_search,google_ads,cpc,competitor_conquest,plain_text_email,lumbar support chair,/products,ErgoPro 200,mobile,Northeast,1,4,Yes,No,0,3.34,0,1.11,4.11,69.5,time_decay
ATT-00261,2e4eb16438614e,U620914,2025-11-25 11:08:22,paid_search,bing_ads,cpc,competitor_conquest,hero_banner,ergo chair,/blog,ErgoPro 200,mobile,Midwest,1,6,No,No,0,1.32,0,1.32,4.39,40.1,data_driven
ATT-00262,598eedf16c924d,U785569,2026-01-11 00:18:00,organic_search,google,organic,(none),carousel_ad,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,Northeast,1,2,No,No,0,0,0,0,5.66,32.7,time_decay
ATT-00263,b9160c5282e743,U752153,2025-12-11 18:03:43,email,klaviyo,email,launch_announcement,text_ad,,/products/ergo-pro-500,ErgoPro 200,tablet,Midwest,1,2,No,No,0,0.5,0,0,2.17,68.9,data_driven
ATT-00264,34520075989644,U182512,2025-10-20 19:30:11,affiliate,cj_affiliate,affiliate,launch_promo,plain_text_email,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,mobile,Midwest,1,2,No,No,0,1.57,0,0,5.0,20.0,time_decay
ATT-00265,2b9235fcaac548,U717475,2026-03-05 23:15:11,direct,(direct),(none),(none),plain_text_email,ergonomic chair,/blog/how-to-set-up-your-home-office,ErgoPro 900,mobile,Southwest,1,4,No,No,0,0,0,0,5.08,63.2,time_decay
ATT-00266,9c4a33d4396148,U565078,2026-02-16 17:40:55,organic_search,bing,organic,(none),hero_banner,ergo chair,/products/ergo-pro-500,ErgoPro 200,mobile,Northeast,1,7,No,No,0,0,0,0,5.22,84.9,time_decay
ATT-00267,b32136b3ebca42,U477818,2026-01-21 18:51:00,organic_search,google,organic,(none),text_ad,best chair,/blog,ErgoPro 500,mobile,Southeast,1,2,No,No,0,0,0,0,3.22,35.4,first_click
ATT-00268,5629e50c764c49,U788683,2026-01-14 17:42:27,referral,rtings.com,referral,(none),text_ad,,/compare,ErgoPro 900,tablet,West,1,5,No,No,0,0,0,0,5.11,35.9,time_decay
ATT-00269,e6da4ebd24ee41,U897703,2025-12-20 17:44:46,email,klaviyo,email,launch_announcement,story_ad,ergo chair,/products,ErgoPro 200,desktop,West,1,5,No,No,0,1.71,0,0,3.27,32.5,last_click
ATT-00270,78f111593d4945,U201828,2025-10-02 23:49:39,paid_search,google_ads,cpc,ergo_chair_generic,html_email,office chair,/products/ergo-pro-500,ErgoPro 900,mobile,Southwest,1,7,No,No,0,5.08,0,5.08,4.55,77.3,last_click
ATT-00271,a72147bc486149,U644564,2026-03-28 22:27:09,social,linkedin,social,launch_reel,text_ad,office chair,/,ErgoPro 500,desktop,Northeast,1,8,Yes,No,0,1.99,0,0,1.63,51.0,first_click
ATT-00272,2ce713159fa044,U357609,2025-10-24 17:24:33,social,linkedin,social,launch_reel,story_ad,,/products/ergo-pro-500,ErgoPro 500,tablet,West,1,6,No,No,0,0.25,0,0,6.5,23.3,first_click
ATT-00273,20250d554b1a48,U111351,2026-02-03 22:51:00,paid_search,bing_ads,cpc,ergo_chair_brand,carousel_ad,ergo chair,/products/ergo-pro-500,ErgoPro 900,desktop,West,1,7,Yes,No,0,2.67,0,0.67,3.47,69.1,first_click
ATT-00274,eb9be008b8c84f,U618857,2025-11-09 23:12:03,email,klaviyo,email,weekly_newsletter,,ergo chair,/products/ergo-pro-500,ErgoPro 500,desktop,Midwest,1,6,No,No,0,1.94,0,0,4.8,79.6,last_click
ATT-00275,464bf9ca68274a,U202220,2026-02-16 11:04:26,referral,wirecutter.com,referral,(none),carousel_ad,ergonomic chair,/products/ergo-pro-900,ErgoPro 900,desktop,Northeast,1,8,No,No,0,0,0,0,4.56,32.3,last_click
ATT-00276,7dd325dd4fad47,U588694,2025-11-20 17:12:56,organic_search,google,organic,(none),plain_text_email,office chair,/about,ErgoPro 900,desktop,Southwest,1,6,Yes,No,0,0,0,0,3.97,32.2,linear
ATT-00277,c9bac990a4ea42,U959357,2026-01-08 18:22:28,email,klaviyo,email,vip_early_access,story_ad,,/blog/best-ergonomic-chairs-2026,ErgoPro 500,tablet,Midwest,1,8,No,No,0,1.02,0,0,5.19,18.8,first_click
ATT-00278,f4557140734e40,U511317,2026-03-28 15:38:39,email,mailchimp,email,launch_announcement,plain_text_email,,/products/ergo-pro-900,ErgoPro 500,tablet,West,1,4,No,No,0,1.21,0,0,3.55,78.1,linear
ATT-00279,48187509d5b549,U132978,2026-01-19 07:59:20,email,mailchimp,email,weekly_newsletter,story_ad,,/about,ErgoPro 200,mobile,Midwest,1,6,No,No,0,0.49,0,0,1.36,21.7,first_click
ATT-00280,3a5088422f3e48,U145003,2026-01-16 15:30:21,organic_search,bing,organic,(none),plain_text_email,,/products/ergo-pro-200,ErgoPro 200,mobile,West,1,6,Yes,No,0,0,0,0,2.0,21.3,linear
ATT-00281,1783170403dc44,U985637,2026-01-29 12:05:18,organic_search,bing,organic,(none),reel,,/,ErgoPro 500,desktop,Midwest,1,2,No,No,0,0,0,0,1.33,67.8,first_click
ATT-00282,2c9e7e2ecab445,U160821,2026-03-23 20:50:04,affiliate,cj_affiliate,affiliate,launch_promo,hero_banner,,/blog/how-to-set-up-your-home-office,ErgoPro 500,desktop,Southeast,1,2,No,No,0,1.61,0,0,1.38,84.8,first_click
ATT-00283,b7855130495945,U888800,2025-10-24 17:20:46,organic_search,google,organic,(none),hero_banner,ergonomic chair,/blog,ErgoPro 200,mobile,West,1,1,No,No,0,0,0,0,5.87,75.2,time_decay
ATT-00284,5d8151552c094b,U538206,2026-03-10 18:08:07,organic_search,bing,organic,(none),story_ad,,/blog,ErgoPro 900,desktop,Southwest,1,3,No,No,0,0,0,0,6.22,36.6,first_click
ATT-00285,dc67748f430644,U970066,2025-12-27 18:23:46,organic_search,google,organic,(none),reel,best chair,/products/ergo-pro-200,ErgoPro 900,desktop,Midwest,1,4,No,No,0,0,0,0,0.97,65.9,first_click
ATT-00286,ac4399c90c2d46,U631261,2025-12-29 20:36:38,direct,(direct),(none),(none),hero_banner,best chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,desktop,Northeast,1,8,No,No,0,0,0,0,1.39,19.6,linear
ATT-00287,d0fcf42c99cb4f,U700159,2025-11-28 16:28:02,email,klaviyo,email,weekly_newsletter,carousel_ad,,/compare,ErgoPro 900,desktop,West,1,7,No,No,0,1.86,0,0,5.69,84.7,first_click
ATT-00288,392fd1c449c442,U549221,2026-01-28 02:26:15,paid_search,google_ads,cpc,ergo_chair_brand,story_ad,,/products/ergo-pro-200,ErgoPro 200,tablet,Southwest,1,8,No,No,0,1.19,0,1.19,2.9,30.1,linear
ATT-00289,a0b2fd37157847,U542668,2026-02-01 07:10:57,organic_search,google,organic,(none),html_email,,/,ErgoPro 200,tablet,Midwest,1,4,No,No,0,0,0,0,2.22,19.7,data_driven
ATT-00290,ed4d3179559340,U398552,2026-01-27 16:36:04,direct,(direct),(none),(none),,lumbar support chair,/products/ergo-pro-200,ErgoPro 500,desktop,Southwest,1,4,No,No,0,0,0,0,1.91,76.9,last_click
ATT-00291,757c6fcf350144,U528336,2025-10-23 01:49:56,affiliate,shareasale,affiliate,launch_promo,html_email,,/products,ErgoPro 200,desktop,Southeast,1,3,No,No,0,1.37,0,0,5.91,43.5,linear
ATT-00292,6a80924104d74c,U864839,2025-12-12 19:07:51,organic_search,bing,organic,(none),reel,office chair,/,ErgoPro 200,tablet,Southeast,1,3,Yes,No,0,0,0,0,1.95,64.8,data_driven
ATT-00293,d60c1a316e7c48,U804322,2025-12-15 09:07:20,paid_search,google_ads,cpc,ergo_chair_brand,hero_banner,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,tablet,West,1,6,No,No,0,2.96,0,0.99,1.37,77.5,last_click
ATT-00294,1dc7d6eef20f4f,U146399,2025-10-11 06:51:52,organic_search,bing,organic,(none),text_ad,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,desktop,Midwest,1,3,No,No,0,0,0,0,3.51,37.8,last_click
ATT-00295,d4114066a90840,U579543,2025-10-05 00:32:05,organic_search,google,organic,(none),text_ad,,/compare,ErgoPro 900,tablet,Midwest,1,2,Yes,No,0,0,0,0,6.3,38.2,data_driven
ATT-00296,6e98cbb009ed49,U596069,2025-10-24 00:24:18,social,linkedin,social,ugc_repost,html_email,ergonomic chair,/compare,ErgoPro 200,tablet,West,1,8,Yes,No,0,1.67,0,0,1.02,51.5,data_driven
ATT-00297,8dc1f476640a43,U522360,2025-11-11 00:23:27,social,tiktok,social,ugc_repost,story_ad,ergo chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,mobile,Southwest,1,8,No,No,0,0.61,0,0,5.27,74.4,time_decay
ATT-00298,838c6180e9b64a,U530460,2026-03-17 09:25:59,referral,wirecutter.com,referral,(none),story_ad,best chair,/products/ergo-pro-900,ErgoPro 500,desktop,Southeast,1,5,Yes,No,0,0,0,0,1.17,56.8,time_decay
ATT-00299,650871d6d87845,U630917,2026-02-05 10:46:31,organic_search,bing,organic,(none),story_ad,lumbar support chair,/products,ErgoPro 200,tablet,West,1,8,No,No,0,0,0,0,1.31,25.8,time_decay
ATT-00300,1206ad4a079b42,U561976,2026-03-26 06:34:23,direct,(direct),(none),(none),reel,ergo chair,/products/ergo-pro-500,ErgoPro 900,mobile,Southwest,1,5,Yes,Yes,2997,0,0,0,3.77,71.4,last_click
ATT-00301,599ed8ad0cb249,U292857,2026-01-12 03:05:14,organic_search,google,organic,(none),reel,ergo chair,/products/ergo-pro-200,ErgoPro 500,tablet,Midwest,1,2,No,No,0,0,0,0,2.76,39.9,first_click
ATT-00302,d01bedf19e7844,U321325,2025-12-30 05:06:34,email,mailchimp,email,launch_announcement,story_ad,office chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,desktop,Northeast,1,7,Yes,No,0,0.92,0,0,5.18,62.4,time_decay
ATT-00303,0741a9c7455748,U808412,2026-03-30 18:58:47,social,facebook,social,influencer_collab,plain_text_email,ergonomic chair,/products/ergo-pro-900,ErgoPro 200,mobile,West,1,2,Yes,No,0,1.18,0,0,3.8,71.6,last_click
ATT-00304,391a414cff8f4f,U266891,2025-12-03 19:16:28,email,klaviyo,email,abandoned_cart,,,/blog,ErgoPro 500,mobile,West,1,2,No,No,0,1.34,0,0,5.1,12.9,data_driven
ATT-00305,e87609289d3844,U976309,2025-12-02 19:03:09,organic_search,bing,organic,(none),,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,tablet,Midwest,1,2,Yes,No,0,0,0,0,6.15,14.1,linear
ATT-00306,61e0538b963743,U744785,2025-12-06 19:08:15,organic_search,bing,organic,(none),,best chair,/,ErgoPro 200,tablet,Southwest,1,1,Yes,No,0,0,0,0,1.19,10.3,linear
ATT-00307,20c11c9308da4a,U948692,2025-11-20 07:37:34,paid_search,bing_ads,cpc,ergo_chair_brand,carousel_ad,best chair,/products,ErgoPro 900,mobile,West,1,4,Yes,No,0,7.48,0,1.87,2.06,70.9,first_click
ATT-00308,cc06e5db03b54b,U380145,2025-11-21 16:50:46,referral,rtings.com,referral,(none),,best chair,/products,ErgoPro 900,mobile,Southwest,1,6,No,No,0,0,0,0,2.88,76.6,last_click
ATT-00309,c61f43beed524a,U751421,2026-02-03 16:28:59,email,klaviyo,email,launch_announcement,carousel_ad,best chair,/products/ergo-pro-900,ErgoPro 200,desktop,West,1,1,No,No,0,1.88,0,0,3.99,60.4,linear
ATT-00310,e3de8b4c63ac4d,U458204,2025-10-28 20:06:01,social,tiktok,social,influencer_collab,story_ad,office chair,/blog,ErgoPro 900,tablet,Southwest,1,7,Yes,No,0,1.24,0,0,3.43,41.0,last_click
ATT-00311,b937601b3b4f47,U981880,2026-03-04 00:18:00,organic_search,bing,organic,(none),html_email,office chair,/products/ergo-pro-500,ErgoPro 200,desktop,Southeast,1,7,No,No,0,0,0,0,3.01,84.2,time_decay
ATT-00312,35f68fb4fdf047,U818423,2025-11-06 23:22:29,email,klaviyo,email,vip_early_access,reel,lumbar support chair,/blog/how-to-set-up-your-home-office,ErgoPro 900,desktop,Midwest,1,7,No,No,0,0.96,0,0,3.77,15.7,linear
ATT-00313,0698b3eba70840,U398460,2026-03-13 05:35:53,organic_search,google,organic,(none),hero_banner,best chair,/products/ergo-pro-900,ErgoPro 200,desktop,Southwest,1,6,No,No,0,0,0,0,4.13,62.8,linear
ATT-00314,06c0ac27887843,U235320,2025-12-18 03:40:40,email,mailchimp,email,launch_announcement,html_email,ergo chair,/products/ergo-pro-500,ErgoPro 900,mobile,West,1,6,No,No,0,0.38,0,0,2.6,83.4,time_decay
ATT-00315,363de4ddcadc4d,U352551,2026-01-25 16:16:44,social,linkedin,social,ugc_repost,carousel_ad,ergonomic chair,/products/ergo-pro-900,ErgoPro 500,mobile,Southwest,1,5,No,No,0,0.34,0,0,1.75,27.8,linear
ATT-00316,982ea21d36d940,U546405,2025-12-01 19:14:16,social,instagram,social,ugc_repost,reel,,/products/ergo-pro-900,ErgoPro 500,desktop,Midwest,1,4,No,No,0,0.26,0,0,2.25,20.9,time_decay
ATT-00317,552ec89a79d54a,U557563,2026-01-27 00:54:43,paid_search,bing_ads,cpc,ergo_chair_brand,,ergo chair,/products/ergo-pro-500,ErgoPro 500,mobile,Southeast,1,8,Yes,No,0,6.68,0,1.67,1.94,27.9,data_driven
ATT-00318,325a242b86664d,U534231,2026-03-03 17:21:22,email,mailchimp,email,vip_early_access,,,/products/ergo-pro-500,ErgoPro 900,desktop,Northeast,1,2,No,No,0,0.18,0,0,6.23,36.0,last_click
ATT-00319,aa5d98973b6c45,U406491,2025-10-26 08:26:57,affiliate,shareasale,affiliate,launch_promo,carousel_ad,,/about,ErgoPro 500,mobile,Southeast,1,5,No,No,0,1.79,0,0,2.53,37.4,first_click
ATT-00320,82940d1ecc404f,U868062,2026-01-19 17:07:42,organic_search,google,organic,(none),reel,,/products/ergo-pro-900,ErgoPro 900,desktop,West,1,4,No,No,0,0,0,0,3.69,77.4,last_click
ATT-00321,cfd67fc8e63f45,U773862,2026-03-29 16:10:07,organic_search,bing,organic,(none),hero_banner,lumbar support chair,/products/ergo-pro-900,ErgoPro 500,tablet,West,1,5,Yes,No,0,0,0,0,5.14,18.4,linear
ATT-00322,3da80c51244f46,U492614,2025-12-12 06:18:27,email,klaviyo,email,vip_early_access,carousel_ad,,/,ErgoPro 200,mobile,Midwest,1,3,No,No,0,0.6,0,0,2.99,37.2,data_driven
ATT-00323,b48237b07cad4d,U893833,2026-02-07 12:47:51,referral,wirecutter.com,referral,(none),html_email,lumbar support chair,/products,ErgoPro 200,tablet,Southeast,1,6,No,No,0,0,0,0,2.84,57.9,first_click
ATT-00324,be92779f16914a,U286605,2025-10-21 05:22:47,organic_search,google,organic,(none),,ergo chair,/products/ergo-pro-900,ErgoPro 500,tablet,Southwest,1,8,No,No,0,0,0,0,0.83,77.9,data_driven
ATT-00325,05e2d5b4258749,U670805,2026-02-20 11:20:21,organic_search,google,organic,(none),,ergonomic chair,/blog/best-ergonomic-chairs-2026,ErgoPro 500,desktop,Northeast,1,8,No,No,0,0,0,0,6.24,26.6,first_click
ATT-00326,58db7a6fb1c74b,U570830,2026-02-05 08:29:56,email,mailchimp,email,weekly_newsletter,html_email,office chair,/products/ergo-pro-900,ErgoPro 900,tablet,Midwest,1,5,Yes,No,0,0.34,0,0,5.89,70.6,first_click
ATT-00327,47000e7fff6448,U945806,2025-12-05 13:57:50,social,tiktok,social,influencer_collab,hero_banner,ergo chair,/blog/how-to-set-up-your-home-office,ErgoPro 500,mobile,Northeast,1,5,Yes,No,0,0.98,0,0,4.16,10.2,linear
ATT-00328,0c886459ba0a49,U641527,2026-03-29 09:33:40,direct,(direct),(none),(none),plain_text_email,,/products/ergo-pro-200,ErgoPro 200,mobile,Southeast,1,2,Yes,No,0,0,0,0,4.55,32.2,data_driven
ATT-00329,a1a393bfcfdf4b,U504951,2025-10-18 21:10:25,organic_search,bing,organic,(none),html_email,lumbar support chair,/compare,ErgoPro 200,desktop,West,1,6,No,No,0,0,0,0,4.46,57.5,time_decay
ATT-00330,829778176c784a,U271310,2026-01-27 19:11:18,organic_search,bing,organic,(none),text_ad,,/about,ErgoPro 200,desktop,Southwest,1,4,No,No,0,0,0,0,5.26,44.1,data_driven
ATT-00331,87e3383109a748,U459557,2025-10-24 07:10:30,paid_search,google_ads,cpc,competitor_conquest,hero_banner,,/blog,ErgoPro 500,mobile,Midwest,1,7,Yes,No,0,2.49,0,1.25,6.4,52.3,last_click
ATT-00332,89326851f67547,U867699,2026-01-15 19:48:05,email,klaviyo,email,abandoned_cart,story_ad,,/products/ergo-pro-900,ErgoPro 200,mobile,West,1,7,Yes,No,0,1.86,0,0,2.97,18.4,linear
ATT-00333,024ae64884f14e,U678932,2025-12-18 10:28:46,social,linkedin,social,influencer_collab,carousel_ad,,/compare,ErgoPro 500,desktop,West,1,5,No,No,0,1.75,0,0,5.14,44.8,first_click
ATT-00334,8e89ea4ef5a84b,U991868,2026-03-30 18:58:52,paid_search,bing_ads,cpc,ergo_chair_brand,,best chair,/,ErgoPro 900,desktop,Northeast,1,7,No,No,0,5.23,0,5.23,2.44,46.3,linear
ATT-00335,068fadbc819545,U542254,2025-11-29 10:56:20,referral,rtings.com,referral,(none),html_email,,/blog/how-to-set-up-your-home-office,ErgoPro 200,desktop,Midwest,1,6,No,No,0,0,0,0,4.48,72.0,last_click
ATT-00336,b3f713e2d8a044,U780934,2025-12-02 11:07:12,social,linkedin,social,product_demo,reel,lumbar support chair,/blog,ErgoPro 900,desktop,Southwest,1,6,No,No,0,1.84,0,0,5.28,60.2,first_click
ATT-00337,aada75fcf8b245,U903249,2025-10-07 01:54:53,social,instagram,social,launch_reel,hero_banner,lumbar support chair,/blog/best-ergonomic-chairs-2026,ErgoPro 200,tablet,Southeast,1,2,Yes,No,0,0.35,0,0,4.79,11.1,data_driven
ATT-00338,c6f42c4df57741,U880977,2026-01-23 04:29:51,paid_search,google_ads,cpc,ergo_chair_brand,story_ad,best chair,/compare,ErgoPro 900,desktop,Midwest,1,6,No,No,0,8.0,0,8.0,1.83,43.0,linear
ATT-00339,bdfba12f4a1944,U647403,2025-11-27 14:18:36,referral,wirecutter.com,referral,(none),plain_text_email,,/blog/how-to-set-up-your-home-office,ErgoPro 900,tablet,Northeast,1,2,Yes,No,0,0,0,0,1.63,21.4,linear
ATT-00340,8d2cb026266e40,U972463,2026-03-03 16:37:43,email,mailchimp,email,launch_announcement,plain_text_email,ergo chair,/,ErgoPro 900,mobile,Southeast,1,6,No,No,0,1.77,0,0,4.65,32.1,last_click
ATT-00341,ed268331194542,U485873,2025-12-11 06:12:23,email,mailchimp,email,vip_early_access,hero_banner,lumbar support chair,/products,ErgoPro 900,desktop,Midwest,1,6,No,No,0,0.33,0,0,6.24,11.4,first_click
ATT-00342,d7ba6d08f0074d,U786503,2026-03-22 18:22:24,organic_search,google,organic,(none),text_ad,,/,ErgoPro 900,desktop,Southwest,1,8,No,No,0,0,0,0,2.65,25.3,linear
ATT-00343,5637996ccd9144,U406797,2025-10-06 22:58:13,referral,wirecutter.com,referral,(none),text_ad,lumbar support chair,/about,ErgoPro 500,desktop,West,1,6,No,No,0,0,0,0,4.26,55.8,time_decay
ATT-00344,c9773746b47c4f,U846704,2026-01-21 10:42:22,direct,(direct),(none),(none),carousel_ad,ergonomic chair,/products/ergo-pro-900,ErgoPro 900,tablet,West,1,5,Yes,No,0,0,0,0,1.77,61.1,data_driven
ATT-00345,dd5a92044e8d45,U319476,2025-11-21 14:59:13,organic_search,bing,organic,(none),plain_text_email,office chair,/blog,ErgoPro 200,tablet,Midwest,1,5,Yes,No,0,0,0,0,4.31,70.8,data_driven
ATT-00346,2307796dcf634b,U869665,2026-01-21 01:59:32,organic_search,bing,organic,(none),plain_text_email,,/products/ergo-pro-900,ErgoPro 900,desktop,Southeast,1,4,No,No,0,0,0,0,6.22,74.8,last_click
ATT-00347,1e1978d799b745,U493325,2025-11-12 20:12:30,direct,(direct),(none),(none),hero_banner,,/compare,ErgoPro 500,desktop,West,1,5,No,No,0,0,0,0,1.02,31.6,last_click
ATT-00348,fc321ec7d26149,U620468,2026-03-17 07:52:20,organic_search,google,organic,(none),text_ad,ergo chair,/about,ErgoPro 500,desktop,Southeast,1,6,Yes,No,0,0,0,0,3.86,65.4,first_click
ATT-00349,cf508144d8f840,U603162,2025-10-08 19:32:03,organic_search,bing,organic,(none),text_ad,lumbar support chair,/products/ergo-pro-900,ErgoPro 900,mobile,Northeast,1,2,No,No,0,0,0,0,5.79,57.9,last_click
ATT-00350,b1b64e2e75ff4a,U901220,2025-10-03 01:07:37,direct,(direct),(none),(none),text_ad,,/products,ErgoPro 900,mobile,West,1,1,Yes,No,0,0,0,0,2.42,34.0,linear
ATT-00351,a83eb7d1e77040,U915588,2026-03-22 19:02:49,paid_search,google_ads,cpc,ergo_chair_generic,reel,,/compare,ErgoPro 900,desktop,West,1,3,No,No,0,3.46,0,1.73,5.65,61.2,last_click
ATT-00352,44b8032ed25040,U532849,2026-01-20 11:34:05,direct,(direct),(none),(none),reel,ergo chair,/,ErgoPro 900,mobile,West,1,6,Yes,No,0,0,0,0,1.27,80.3,time_decay
ATT-00353,afee0517ccc640,U830172,2025-11-23 07:14:06,organic_search,google,organic,(none),carousel_ad,ergo chair,/products/ergo-pro-900,ErgoPro 900,tablet,Southeast,1,8,Yes,No,0,0,0,0,0.95,60.0,first_click
ATT-00354,45563da5d5344c,U925646,2026-03-27 14:02:51,organic_search,bing,organic,(none),carousel_ad,ergonomic chair,/products/ergo-pro-900,ErgoPro 500,mobile,West,1,8,Yes,No,0,0,0,0,3.79,64.7,time_decay
